price,address,mls,office_name,office_type,office_address,Property Type,Building Type,Storeys,Square Footage,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Partial,Appliances Included,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Community Features,Maintenance Fees,Maintenance Fees Include,Maintenance Management Company,Total Parking Spaces,View,Below Grade,Flooring,Structures,Land Size,Basement Features,Basement Type,Style,Architecture Style,Fire Protection,Rental Equipment,Fireplace,Utility Sewer,Water,Amenities Nearby,Fencing,Frontage,Land Depth,Foundation Type,Utility Type,Zoning Description,Pool Type,Split Level Style,Landscape Features,Surface Water,Subdivision Name,Built in,Storage,Total Units,Above Grade Finished,Below Grade Finished,Access,Waterfront,Utility Communications,Construction Status,Construction Material,Waterfront Name,Other Style,Fireplace Fuel,Utility-Hydro,Other,Age Of Building,Business Type
"$1,199,999","176 ROSEMOUNT AVENUEToronto (Corso Italia-Davenport), Ontario M6H2M9",W10431634,RE/MAX PROFESSIONALS INC.,Brokerage,"1 EAST MALL CRES UNIT D-3-CTORONTO, Ontario M9B6G8",Single Family,House,2.5,,Corso Italia-Davenport,Freehold,"$4,736 (CAD)",Detached Garage,3 days,3,3,,,,,Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,1,"Ceramic, Laminate",,17.67 x 120 FT,Apartment in basement,N/A (Finished),Semi-detached,,,,,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",,"17 ft ,8 in",120 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$1,399,000","52 ROXANNE CRESCENTToronto (Milliken), Ontario M1V4J5",E10431638,RE/MAX EXCEL REALTY LTD.,Brokerage,"120 WEST BEAVER CREEK RD #23RICHMOND HILL, Ontario L4B1L2",Single Family,House,2,2000 - 2500 sqft,Milliken,Freehold,"$5,793.84 (CAD)",Attached Garage,3 days,3,4,1,"Dishwasher, Dryer, Range, Refrigerator, Stove, Washer, Window Coverings",In-Law Suite,,Central air conditioning,Forced air (Natural gas),Brick,School Bus,,,,5,,2,"Hardwood, Carpeted, Laminate",,39.6 x 115.8 FT,"Apartment in basement, Separate entrance",N/A,Detached,,,,,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",Fenced yard,"39 ft ,7 in","115 ft ,9 in",Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$1,499,000","877 LOGAN AVENUEToronto (North Riverdale), Ontario M4K3E2",E10431607,HOMELIFE LANDMARK REALTY INC.,Brokerage,"7240 WOODBINE AVE UNIT 103MARKHAM, Ontario L3R1A4",Single Family,House,2.5,,North Riverdale,Freehold,"$5,192.99 (CAD)",,3 days,4,4,1,"Dishwasher, Dryer, Range, Refrigerator, Stove, Washer",Carpet Free,,Central air conditioning,Forced air (Natural gas),Vinyl siding,,,,,0,,1,"Hardwood, Vinyl",,14.83 x 95 FT ; 95.10 ft x17.60 ft x 95.09 ft x17.04 ft,,N/A (Finished),Semi-detached,,,,,Sanitary sewer,Municipal water,,,"14 ft ,9 in",95 ft,Brick,,,,,,,,,,,,,,,,,,,,,,,,
"$679,000","2207 - 51 EAST LIBERTY STREETToronto (Niagara), Ontario M6K3P8",C10431611,RE/MAX EXPERTS,Brokerage,"277 CITYVIEW BLVD UNIT: 16VAUGHAN, Ontario L4H5A4",Single Family,Apartment,,700 - 799 sqft,Niagara,Condominium/Strata,"$3,140 (CAD)",Underground,3 days,2,2,1,"Blinds, Dishwasher, Dryer, Refrigerator, Stove, Washer",Balcony,"Security/Concierge, Exercise Centre, Party Room, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$470 (CAD) Monthly,"Heat, Common Area Maintenance, Insurance, Water",Crossbridge Condominium Services,0,,,Laminate,,,,,,,"Security guard, Security system",,,,,"Marina, Park, Public Transit",,,,,,,,,,Lake/Pond,,,,,,,,,,,,,,,,,,
"$1,349,800","135 HOPE STREETToronto (Corso Italia-Davenport), Ontario M6E1K2",W10431601,KELLER WILLIAMS COMPLETE REALTY,Brokerage,"1044 CANNON ST EAST UNIT THAMILTON, Ontario L8L2H7",Single Family,Triplex,2,1100 - 1500 sqft,Corso Italia-Davenport,,"$4,370.42 (CAD)",Detached Garage,3 days,3,3,,"Water Heater, Dryer, Microwave, Refrigerator, Stove, Washer","Lane, Paved yard",,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",Community Centre,,,,3,,2,,,18.1 x 120 FT|under 1/2 acre,,Full (Finished),,,,,,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit, Schools",,"18 ft ,1 in",120 ft,Stone,,R (d.06) (x742),,,,,,,,,,,,,,,,,,,,,,
"$679,999","4403 - 70 ANNIE CRAIG DRIVEToronto (Mimico), Ontario M8V0G2",W10431579,META REALTY INC.,Brokerage,"8300 WOODBINE AVE UNIT 411MARKHAM, Ontario L3R9Y7",Single Family,Apartment,,600 - 699 sqft,Mimico,Condominium/Strata,"$3,111.51 (CAD)",Underground,3 days,1,2,,,"Balcony, In suite Laundry",Storage - Locker,Central air conditioning,Forced air (Natural gas),"Concrete, Brick Facing",Pet Restrictions,$451.99 (CAD) Monthly,"Heat, Insurance, Common Area Maintenance, Water",Crossbridge Condominium Services,1,,1,Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$479,000","4407 - 8 EGLINTON AVENUE EToronto (Mount Pleasant West), Ontario M4P0C1",C10431591,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"8 SAMPSON MEWS SUITE 201 THE SHOPS AT DON MILLSTORONTO, Ontario M3C0H5",Single Family,Apartment,,500 - 599 sqft,Mount Pleasant West,Condominium/Strata,"$3,068.59 (CAD)",Underground,3 days,1,1,,"Blinds, Cooktop, Dishwasher, Dryer, Microwave, Oven, Refrigerator, Washer","Balcony, Carpet Free",Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$489.48 (CAD) Monthly,"Common Area Maintenance, Insurance",First Service Residential,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$550,000","807 - 18 HARRISON GARDEN BOULEVARDToronto (Willowdale East), Ontario M2N7J7",C10431578,EXP REALTY,Brokerage,"4711 YONGE ST 10TH FLR106430TORONTO, Ontario M2N6K8",Single Family,Apartment,,500 - 599 sqft,Willowdale East,Condominium/Strata,"$2,174.48 (CAD)",Underground,3 days,1,1,,,Balcony,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$510.86 (CAD) Monthly,"Common Area Maintenance, Heat, Electricity, Insurance, Parking, Water",Brookfield Property Management,1,,,Vinyl,,,,,,,,,,,,,,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$799,000","3009 - 375 KING STREET WToronto (Waterfront Communities), Ontario M5V1K5",C10431572,RE/MAX METROPOLIS REALTY,Brokerage,"8321 KENNEDY RD #21-22MARKHAM, Ontario L3R5N4",Single Family,Apartment,,700 - 799 sqft,Waterfront Communities C1,Condominium/Strata,"$3,683 (CAD)",Underground,3 days,2,2,,"Blinds, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$663.54 (CAD) Monthly,"Heat, Water",TSCC,1,,,Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,299,900","293 MELROSE STREETToronto (Mimico), Ontario M8Z1G7",W10431568,REALTY LIFE LTD.,Brokerage,,Single Family,House,2,,Mimico,Freehold,"$4,406.18 (CAD)",,3 days,3,2,1,"Dishwasher, Dryer, Humidifier, Refrigerator, Stove, Washer, Window Coverings",,,,Forced air (Natural gas),Stone,,,,,2,,,"Vinyl, Laminate",Shed,25 x 125 FT,Separate entrance,N/A (Unfinished),Detached,,,,,Sanitary sewer,Municipal water,,,25 ft,125 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$739,900","1802 - 20 THOMAS RILEY ROADToronto (Islington-City Centre West), Ontario M9B1B1",W10431547,HOMELIFE LANDMARK REALTY INC.,Brokerage,"7240 WOODBINE AVE UNIT 103MARKHAM, Ontario L3R1A4",Single Family,Apartment,,800 - 899 sqft,Islington-City Centre West,Condominium/Strata,"$2,632.27 (CAD)",,3 days,2,2,,"Dishwasher, Dryer, Hood Fan, Microwave, Oven, Refrigerator, Washer, Window Coverings",Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$639 (CAD) Monthly,"Common Area Maintenance, Insurance, Parking",First Service Residential,1,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$740,000","1832 - 525 ADELAIDE STREET WToronto (Waterfront Communities), Ontario M5V0N7",C10431567,AVILA REALTY GROUP INC.,Brokerage,"6285 MILLER'S GROVE #1MISSISSAUGA, Ontario L5N3C6",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C1,Condominium/Strata,"$2,889.77 (CAD)",Underground,3 days,1,2,,"Dishwasher, Dryer, Refrigerator, Stove, Washer","Balcony, In suite Laundry","Security/Concierge, Party Room, Visitor Parking, Exercise Centre, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$466.59 (CAD) Monthly,"Common Area Maintenance, Parking, Insurance",First Service Residential 416 551 1605,1,,1,Laminate,,,,,,,"Security guard, Smoke Detectors",,,,,"Public Transit, Place of Worship, Schools",,,,Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$605,000","101 - 17 KENASTON GARDENSToronto (Bayview Village), Ontario M2K0B9",C10431548,IPRO REALTY LTD.,Brokerage,"1396 DON MILLS RD #101 BLDG ETORONTO, Ontario M3B0A7",Single Family,Apartment,,700 - 799 sqft,Bayview Village,Condominium/Strata,"$2,800 (CAD)",Underground,3 days,1,1,,,"Balcony, Carpet Free","Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,"Pet Restrictions, Community Centre",$758 (CAD) Monthly,"Common Area Maintenance, Heat, Insurance, Parking, Water",Maple Ridge Community Management,1,,1,Hardwood,,,,,,,,,,,,"Park, Place of Worship, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$689,000","1310 - 2 SONIC WAYToronto (Flemingdon Park), Ontario M3C0P2",C10431541,RIGHT AT HOME REALTY,Brokerage,"480 EGLINTON AVE WEST #30106498MISSISSAUGA, Ontario L5R0G2",Single Family,Apartment,,700 - 799 sqft,Flemingdon Park,Condominium/Strata,"$2,725.25 (CAD)",Underground,3 days,2,2,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",Balcony,"Security/Concierge, Recreation Centre, Party Room, Visitor Parking, Exercise Centre, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$600.62 (CAD) Monthly,"Common Area Maintenance, Parking, Insurance",FIRST SERVICE RESIDENTIAL,1,View,,Laminate,,,,,,,,,,,,"Park, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,199,786","25 BELLAMY ROAD SToronto (Cliffcrest), Ontario M1M3N9",E10431537,ROYAL LEPAGE CONNECT REALTY,Brokerage,"335 BAYLY STREET WESTAJAX, Ontario L1S6M2",Single Family,House,2,,Cliffcrest,Freehold,"$3,197.34 (CAD)",,3 days,,0,,,,,Central air conditioning,Forced air (Natural gas),Stucco,,,,,6,,,,,70 x 200 FT,,,Detached,,,,,Septic System,,"Park, Place of Worship, Public Transit, Schools",,70 ft,200 ft,Concrete,Sewer (Available),,,,,,,,,,,,,,,,,,,,,,,
"$2,990,900","2002 - 195 MCCAUL STREETToronto (Kensington-Chinatown), Ontario M5A0S8",C10431532,CENTURY 21 EMPIRE REALTY INC,Brokerage,"80 PERTOSA DR #2BRAMPTON, Ontario L6X5E9",Single Family,Apartment,,2250 - 2499 sqft,Kensington-Chinatown,Condominium/Strata,$0 (CAD),Underground,3 days,3,3,1,,,"Security/Concierge, Exercise Centre, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,,"Common Area Maintenance, Insurance, Parking",TBD,1,View,,,,,,,,,,,,,,"Hospital, Park, Place of Worship",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$598,800","5001 - 70 ANNIE CRAIG DRIVEToronto (Mimico), Ontario M8V0G6",W10431510,HOMELIFE/BAYVIEW REALTY INC.,Brokerage,"505 HWY 7 SUITE 201THORNHILL, Ontario L3T7T1",Single Family,Apartment,,500 - 599 sqft,Mimico,Condominium/Strata,"$2,310.38 (CAD)",Underground,3 days,1,1,,,"Balcony, In suite Laundry",Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$394.89 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",Crossbridge Condominium Services,1,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$639,990","227 - 50 GEORGE BUTCHART DRIVEToronto (Downsview-Roding-CFB), Ontario M2K0C9",W10431503,Elyzium Realty Inc.,Brokerage,"196 Beaveridge AveOakville, Ontario L6H0M7",Single Family,Apartment,,700 - 799 sqft,Downsview-Roding-CFB,Condominium/Strata,"$2,203.09 (CAD)",Underground,3 days,2,2,,"Dishwasher, Dryer, Range, Refrigerator, Washer",Balcony,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$590.32 (CAD) Monthly,"Heat, Common Area Maintenance, Insurance",Crossbridge Condominium Services,1,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,499,999","6 BEAUMARIS CRESCENTToronto (Kingsview Village-The Westway), Ontario M9R1N8",W10431496,RIGHT AT HOME REALTY,Brokerage,"480 EGLINTON AVE WEST #30106498MISSISSAUGA, Ontario L5R0G2",Single Family,House,,,Kingsview Village-The Westway,Freehold,"$4,860 (CAD)",Attached Garage,3 days,4,2,,Hot Tub,"Paved yard, Carpet Free",Fireplace(s),Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,,,4,,,Hardwood,Patio(s),53 x 105 FT,Separate entrance,N/A (Finished),Detached,,,,1,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",,53 ft,105 ft,Poured Concrete,Sewer (Installed),,,Backsplit,,,,,,,,,,,,,,,,,,,,
"$929,999","305 - 5 MARINER TERRACEToronto (Waterfront Communities), Ontario M5V3V6",C10431498,UNRESERVED,Brokerage,"10 LOWER SPADINA AVE #500TORONTO, Ontario M5V2Z2",Single Family,Apartment,,900 - 999 sqft,Waterfront Communities C1,Condominium/Strata,"$3,044.80 (CAD)",,3 days,2,2,,,"Lighting, Wheelchair access, Balcony","Exercise Centre, Recreation Centre, Security/Concierge",Central air conditioning,Forced air (Natural gas),"Concrete, Steel",Pet Restrictions,$880.36 (CAD) Monthly,"Heat, Electricity, Water, Common Area Maintenance, Insurance",Del Property Managment,0,,1,,,,,,,,Controlled entry,,,,,,,,,,,,Indoor pool,,"Landscaped, Lawn sprinkler",,,,,,,,,,,,,,,,,,,
"$899,000","47 FUSILIER DRIVEToronto (Clairlea-Birchmount), Ontario M1L0J3",E10431488,CENTURY 21 REGAL REALTY INC.,Brokerage,"4030 SHEPPARD AVE. E.TORONTO, Ontario M1S1S6",Single Family,Row / Townhouse,3,,Clairlea-Birchmount,Freehold,"$4,542.08 (CAD)",Attached Garage,3 days,3,4,1,,Carpet Free,,Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,2,,1,"Porcelain Tile, Hardwood",,24.02 x 75.95 FT,,N/A (Finished),Attached,,,,,Sanitary sewer,Municipal water,"Public Transit, Hospital, Park",Fenced yard,24 ft,"75 ft ,11 in",Poured Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$1,277,000","16 ARKLEY CRESCENTToronto (Willowridge-Martingrove-Richview), Ontario M9R3S3",W10431461,RE/MAX EXPERTS,Brokerage,"277 CITYVIEW BLVD UNIT: 16VAUGHAN, Ontario L4H5A4",Single Family,House,1,,Willowridge-Martingrove-Richview,Freehold,"$3,934.09 (CAD)",Attached Garage,3 days,3,2,,,"Carpet Free, In-Law Suite",,Central air conditioning,Forced air (Natural gas),Brick,,,,,3,,2,Hardwood,,70 x 110 FT,Separate entrance,N/A (Finished),Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,70 ft,110 ft,Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$1,599,000","805 WINDERMERE AVENUEToronto (Runnymede-Bloor West Village), Ontario M6S3M5",W10431452,HOME STANDARDS BRICKSTONE REALTY,Brokerage,"180 STEELES AVE W #30 & 31THORNHILL, Ontario L4J2L1",Single Family,House,2,1500 - 2000 sqft,Runnymede-Bloor West Village,Freehold,"$7,152.89 (CAD)",Detached Garage,3 days,3,3,1,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Level lot, Carpet Free",,"Central air conditioning, Ventilation system",,Brick,,,,,3,,,Hardwood,"Deck, Porch",18.3 x 147 FT,,N/A (Finished),Semi-detached,,,,,Sanitary sewer,Municipal water,"Public Transit, Schools, Hospital, Park",Fenced yard,"18 ft ,3 in",147 ft,"Stone, Block",,,,,,,,,,,,,,,,,,,,,,,,
"$499,000","908 - 81 WELLESLEY STREET EToronto (Church-Yonge Corridor), Ontario M4Y0C5",C10431477,FIRST CLASS REALTY INC.,Brokerage,"7481 WOODBINE AVE #203MARKHAM, Ontario L3R2W1",Single Family,Apartment,,500 - 599 sqft,Church-Yonge Corridor,Condominium/Strata,"$2,530.15 (CAD)",Underground,3 days,1,1,,,"Balcony, In suite Laundry",,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$349.28 (CAD) Monthly,"Insurance, Common Area Maintenance, Water, Heat",Melbourne Property Management 416-546-2126 Ext 153,0,,,Tile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$799,000","1410 - 365 CHURCH STREETToronto (Church-Yonge Corridor), Ontario M5B1H6",C10431446,Bridge Inc.,Brokerage,"2578 BRISTOL CR #17OAKVILLE, Ontario L6H6Z7",Single Family,Apartment,,700 - 799 sqft,Church-Yonge Corridor,Condominium/Strata,"$3,190.19 (CAD)",Underground,3 days,2,2,,"Dishwasher, Microwave, Range, Refrigerator, Stove, Window Coverings","Balcony, In suite Laundry","Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Separate Heating Controls","Central air conditioning, Ventilation system",,"Concrete, Steel","Pet Restrictions, Community Centre",$746.42 (CAD) Monthly,"Heat, Common Area Maintenance, Insurance, Water",MenRes Property Management Inc.,0,,,,,,,,,,,,,,,"Hospital, Park, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$799,900","49 HILLARY AVENUEToronto (Keelesdale-Eglinton West), Ontario M6N2C1",W10431401,EXP REALTY,Brokerage,"4711 YONGE ST 10TH FLR106430TORONTO, Ontario M2N6K8",Single Family,House,2,,Keelesdale-Eglinton West,Freehold,"$3,591 (CAD)",,3 days,3,3,1,"Dishwasher, Dryer, Range, Refrigerator, Washer",In-Law Suite,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,,,2,,,,,25 x 100 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Public Transit, Schools",,25 ft,100 ft,Block,,,,,,,,,,,,,,,,,,,,,,,,
"$519,999","913 - 9 FOUR WINDS DRIVEToronto (York University Heights), Ontario M3J2S8",W10431397,HOMELIFE ELITE SERVICES REALTY INC.,Brokerage,"2061 MCCOWAN ROAD #207TORONTO, Ontario M1S3Y6",Single Family,Apartment,,900 - 999 sqft,York University Heights,Condominium/Strata,"$1,337.50 (CAD)",Underground,3 days,2,1,,,Balcony,Storage - Locker,Window air conditioner,Radiant heat (Natural gas),Brick,Pet Restrictions,$910.82 (CAD) Monthly,"Heat, Electricity, Water, Cable TV, Common Area Maintenance, Insurance, Parking",Royal Grande Property Management,1,,,"Vinyl, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$670,000","320 - 36 ZORRA STREETToronto (Islington-City Centre West), Ontario M8Z0G5",W10431334,CENTURY 21 PROPERTY ZONE REALTY INC.,Brokerage,"8975 MCCLAUGHLIN RD #6BRAMPTON, Ontario L6Y0Z6",Single Family,Apartment,,600 - 699 sqft,Islington-City Centre West,Condominium/Strata,$0 (CAD),Underground,3 days,2,2,,,Balcony,"Security/Concierge, Recreation Centre, Party Room, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$487.02 (CAD) Monthly,"Common Area Maintenance, Parking, Insurance",Crossbridge Condominium Services Ltd.,1,,,,,,,,,,,,,,,,,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$999,999","81 SCARBOROUGH HEIGHTS BOULEVARDToronto (Cliffcrest), Ontario M1M2V5",E10431390,RE/MAX ACE REALTY INC.,Brokerage,"1286 KENNEDY ROAD UNIT 3TORONTO, Ontario M1P2L5",Single Family,House,1.5,,Cliffcrest,Freehold,"$4,619.43 (CAD)",,3 days,4,2,,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),Stucco,,,,,4,,3,,,55.06 x 137.05 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,55 ft,137 ft,Concrete,"Cable (Available), Sewer (Available)",,,,,,,,,,,,,,,,,,,,,,,
"$450,000","2511 - 130 RIVER STREETToronto (Regent Park), Ontario M5A0R8",C10431416,HOMELIFE LANDMARK REALTY INC.,Brokerage,"7240 WOODBINE AVE UNIT 103MARKHAM, Ontario L3R1A4",Single Family,Apartment,,500 - 599 sqft,Regent Park,Condominium/Strata,"$2,310.38 (CAD)",,3 days,1,1,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Carpet Free, In suite Laundry",Security/Concierge,Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$342 (CAD) Monthly,"Water, Common Area Maintenance",Duka Property Management,0,Lake view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$599,900","2407 - 24 WELLESLEY STREET WToronto (Bay Street Corridor), Ontario M4Y2X6",C10431393,RIGHT AT HOME REALTY,Brokerage,"480 EGLINTON AVE WEST #30106498MISSISSAUGA, Ontario L5R0G2",Single Family,Apartment,,600 - 699 sqft,Bay Street Corridor,Condominium/Strata,"$2,718.10 (CAD)",,3 days,1,1,,,,,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$570.98 (CAD) Monthly,"Electricity, Heat, Water, Common Area Maintenance, Insurance",TSE Management Services Inc.,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,198,800","2901 - 35 HAYDEN STREETToronto (Church-Yonge Corridor), Ontario M4Y3C3",C10431379,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,Apartment,,1000 - 1199 sqft,Church-Yonge Corridor,Condominium/Strata,"$5,221.60 (CAD)",Underground,3 days,2,2,,"Dryer, Freezer, Microwave, Refrigerator, Stove, Washer",,"Recreation Centre, Party Room, Storage - Locker, Security/Concierge",Central air conditioning,Heat Pump (Natural gas),Concrete,"Pet Restrictions, Community Centre","$1,135.58 (CAD) Monthly","Heat, Water, Common Area Maintenance, Insurance, Parking",Maple Ridge Community Management (416) 925-2915,1,,1,Hardwood,,,,,,,,,,,,"Hospital, Park, Public Transit",,,,,,SF Residential Condo,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$749,900","1203 - 10 QUEENS QUAY WToronto (Waterfront Communities), Ontario M5J2R9",C10431354,RIGHT AT HOME REALTY,Brokerage,"16850 YONGE STREET #6BNEWMARKET, Ontario L3Y0A3",Single Family,Apartment,,700 - 799 sqft,Waterfront Communities C1,Condominium/Strata,"$2,596.50 (CAD)",Underground,3 days,1,1,,Water Heater,"Balcony, In suite Laundry","Exercise Centre, Visitor Parking, Recreation Centre, Storage - Locker",Central air conditioning,Forced air (Natural gas),"Concrete, Brick",Pet Restrictions,"$1,043.56 (CAD) Monthly","Heat, Water, Insurance, Parking, Cable TV, Electricity, Common Area Maintenance",Del Property Management,1,,,Tile,,,,,,,,,,,,,,,,,,,"Indoor pool, Outdoor pool",,,,,,,,,,,,,,,,,,,,,
"$575,000","2305 - 3 MICHAEL POWER PLACEToronto (Islington-City Centre West), Ontario M9A0A2",W10431328,HOMELIFE/BAYVIEW REALTY INC.,Brokerage,"505 HWY 7 SUITE 201THORNHILL, Ontario L3T7T1",Single Family,Apartment,,500 - 599 sqft,Islington-City Centre West,Condominium/Strata,"$1,870 (CAD)",Underground,3 days,1,1,,Garage door opener remote(s),"Balcony, In suite Laundry","Exercise Centre, Visitor Parking, Party Room, Sauna, Storage - Locker, Security/Concierge",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$535 (CAD) Monthly,"Water, Parking, Insurance, Common Area Maintenance, Heat",Del Property Management,1,View,,"Laminate, Carpeted, Tile",,,,,,,,,,,,"Park, Public Transit, Schools",,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$2,499,999","518 PRINCE EDWARD DRIVE NToronto (Kingsway South), Ontario M8X2M5",W10431323,RE/MAX ESCARPMENT REALTY INC.,Brokerage,"1320 CORNWALL RD UNIT 103BOAKVILLE, Ontario L6J7W5",Single Family,House,2,1500 - 2000 sqft,Kingsway South,Freehold,"$10,071.27 (CAD)",Attached Garage,3 days,3,4,1,"Oven - Built-In, Water Heater, Dishwasher, Dryer, Hot Tub, Microwave, Range, Refrigerator, Stove, Washer","Level lot, Flat site, Carpet Free",,Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,,,,25 x 150 FT|under 1/2 acre,,Full (Finished),Detached,,"Security system, Smoke Detectors",,,Sanitary sewer,Municipal water,"Public Transit, Schools",Fenced yard,25 ft,150 ft,Poured Concrete,Sewer (Installed),RD (f13.5;a510 d0.45) (x35),,,,,,,,,,,,,,,,,,,,,,
