,price,address,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Area,Community,Bedrooms,Bedrooms Plus,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Parking Space,Parking Description,Lockers,Locker Quantity,Locker Level,Maintenance,Taxes,Tax Year,Common Elements Included,Heating Included,Hydro Included,Water Included,Amenity,Parcel Number,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Virtual Tour,Locker Number,Building Insurance Included,Central A/C Included,Parking Included,Transaction Type,Property Type,Attachment,Size (Interior),Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Appliances,Construction Material,Heating Fuel,Cooling,Structure,Total Stories,View,Storage,Fire Protection,Parking Space (B),Parking Space (C),Parking Spaces (Total),Maintenance Fee,Payment Frequency,Water,Land Amenties,Building Amenities,Lot Features,Access,Sewer,Location Description,Pool,Size,Acres,Zoning Description,Video,UFFI,Feature,Age,Assessment,Assesment Year,Rooms Plus,Water supply,Kitchens Plus,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Zoning,Retirement,Taxes Included,Share Percentage,Exterior Features,Parcel of Tied Land,Handicap Equipped,Electricity,Gas,Cable,Telephone,Lot Irregularities,Cable Included,Building Area Total,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Attached,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Laundry Features,Kitchen Appliances,Patio And Porch Features,Total Bathrooms,Main Level Bathrooms,Main Level Bedrooms,Interior Features,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,Number Of Rooms Above Grade,Baths Total Rooms,Number Of 4 Piece Bathrooms,Kitchens Total,Beds Above Grade,Driveway Parking,Covered Spaces,Association Fee Frequency,Association,Association Fee Includes,Association Fee,Direction Faces,Directions,Water Source,FarmLandAreaUnits,Frontage Type �,Acres Range,Property Management Company,Condo Corporation Number,Energy Certificate,Green PIS,Open House Date,Open House Start,Open House Finished,Waterfront,Waterfront Features,Shore Allow,Shoreline Exposure,Half Bathrooms,Flooring,Basement Status,Parking Space (A),Community Name,Size Irregular,Depth,Size (Frontage),Additional Monthly Fee,Water Supply,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Basement Features,Foundation,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Survey,Alternate MLSN umber,Window Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,INumber Of 2 Piece Bathrooms,Baths On Level Second Count,Beds On Level Second Count,Number Of Rooms Below Grade,Open Parking Spaces,Attached Garage,Open Parking,Lot Size Dimensions,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Area Influence,Com_cn_fee,Ceil Height (ft),Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
726,1379000,32 Del Ria Drive,"['Dining', 'Kitchen', 'Living', 'Br', '2nd Br', '3rd Br', 'Prim Bdrm', 'Kitchen', 'Br', '2nd Br', 'Rec']","['3.09 x 3.83', '3.22 x 3.17', '2.99 x 5.63', '2.94 x 3.25', '2.74 x 4.14', '3.50 x 2.79', '4.11 x 3.42', '3.14 x 3.30', '2.74 x 3.91', '3.78 x 3.60', '3.20 x 7.01']","['Hardwood Floor, Open Concept, Crown Moulding', 'Breakfast Bar, Custom Backsplash, Pot Lights', 'Hardwood Floor, Crown Moulding, Large Window', 'Hardwood Floor, Large Window, Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Closet', 'Hardwood Floor, Double Closet', 'Laminate, Quartz Counter, Custom Backsplash', 'Laminate, Double Closet, Large Window', 'Laminate, Pot Lights, Large Window', 'Laminate, Pot Lights, Window']",Sale,Detached,Bungalow,,Toronto,Maple Leaf,4.0,2.0,2.0,1.0,7.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Attached,,,6.0,7.0,,,,,,,4992.72,2024.0,,,,,,102760019.0,Keele and Maple Leaf,Toronto W04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,4.0,Municipal,1.0,Pvt Double,1.0,LT 29 PL 5082 NORTH YORK,N,50.0,120.0,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.710003,-79.4862502
727,2088000,66 Lloydminster Crescent,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec']","['3.88 x 5.72', '2.90 x 3.01', '2.80 x 4.40', '3.66 x 4.80', '2.93 x 3.68', '3.18 x 3.28', '3.20 x 4.44', '3.80 x 7.10']","['Fireplace, Hardwood Floor, Combined W/Dining', 'Hardwood Floor', 'B/I Dishwasher, Porcelain Floor', 'Double Closet, Hardwood Floor', 'Closet, Hardwood Floor', 'Closet, Hardwood Floor', 'Window, Vinyl Floor', 'Fireplace, Vinyl Floor, Window']",Sale,Detached,Sidesplit 4,2000-2500,Toronto,Newtonbrook East,4.0,2.0,3.0,1.0,7.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Stone,Attached,,,6.0,8.0,,,,,,,7735.44,2024.0,,,,,,100260080.0,Bayview/Steeles,Toronto C14,,,,,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,,,,Sewers,,,,,,,No,Wooded/Treed,31-50,,,3.0,Municipal,1.0,Private,2.0,"LT 16 PL 4855 NORTH YORK; TORONTO (N YORK) ,  CITY OF TORONTO",N,59.92,132.5,Feet,,,,,,,,,,,,137.70 Westside/70'R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-24 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7979826,-79.4012618
728,1288888,38 Cockburn Drive,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Family', 'Solarium', '5th Br', 'Den']","['3.65 x 7.83', '3.43 x 7.83', '2.87 x 6.49', '3.81 x 5.46', '2.93 x 4.00', '2.83 x 3.41', '3.15 x 3.35', '3.91 x 5.00', '2.98 x 3.52', '3.70 x 4.26', '2.25 x 3.37']","['Hardwood Floor, Window, Combined W/Dining', 'Hardwood Floor, Window, Combined W/Living', 'Ceramic Floor, Centre Island, Stainless Steel Appl', 'Stone Floor, 3 Pc Ensuite, W/I Closet', 'Hardwood Floor, Closet, Window', 'Hardwood Floor, Closet, Window', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Pot Lights, Walk-Out', 'Tile Floor, Window Flr to Ceil, Walk-Out', 'Concrete Floor, Window, Closet', 'Concrete Floor, Window, Unfinished']",Sale,Detached,2-Storey,2000-2500,Toronto,Centennial Scarborough,3.0,1.0,3.0,1.0,8.0,Y,,,,Central Air,Y,,,,Walk-Up,,Forced Air,Alum Siding,Attached,,,2.0,4.0,,,,,,,5035.0,2024.0,,,,,,,Centennial & Conference,Toronto E10,,,,https://sites.realtronaccelerate.ca/mls/163329941,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,,,,Sewers,,Inground,,,,,,Grnbelt/Conserv,,,,2.0,Municipal,,Pvt Double,2.0,"Legal Description LT 294,  PL 8135 ,  S/T SC386209 ; SCARBOROUGH CITY OF TORONTO",N,50.0,110.0,Feet,Residential,,,,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-09 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.78399,-79.1463773
729,1049000,2100 Dufferin Street,[],[],[],Sale,Detached,2-Storey,,Toronto,Caledonia-Fairbank,3.0,,2.0,1.0,8.0,N,,,,Central Air,N,,,,Unfinished,,Forced Air,Brick,,,,2.0,2.0,,,,,,,3570.0,2023.0,,,,,,104780224.0,Dufferin & Rogers,Toronto W03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,Municipal,,Mutual,0.0,LT 191 PL 1442 TWP OF YORK T/W & S/T TB613588; TOR,W,25.0,125.0,Feet,CR2(c2;r2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6879312,-79.4473292
730,6195000,269 St Leonard's Avenue,"['Foyer', 'Living', 'Dining', 'Kitchen', 'Study', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Rec']","['2.67 x 4.23', '4.80 x 5.37', '4.14 x 6.17', '4.92 x 5.49', '3.76 x 4.27', '4.27 x 6.87', '4.90 x 5.44', '4.32 x 4.92', '3.33 x 3.91', '3.71 x 3.73', '3.99 x 4.37', '5.36 x 9.11']","['Stone Floor, Circular Stairs, Crown Moulding', 'Hardwood Floor, Coffered Ceiling, Gas Fireplace', 'Hardwood Floor, Wainscoting, Pot Lights', 'Centre Island, Eat-In Kitchen, Stainless Steel Appl', 'Hardwood Floor, Panelled, B/I Shelves', 'Hardwood Floor, Gas Fireplace, W/O To Terrace', 'Hardwood Floor, W/I Closet, 6 Pc Ensuite', 'Hardwood Floor, W/I Closet, Semi Ensuite', 'Hardwood Floor, Double Closet, Semi Ensuite', 'Hardwood Floor, Double Closet, Pot Lights', 'Hardwood Floor, Bay Window, Pot Lights', 'Gas Fireplace, Built-In Speakers, W/O To Terrace']",Sale,Detached,2-Storey,,Toronto,Bridle Path-Sunnybrook-York Mills,5.0,1.0,5.0,1.0,11.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Stone,Built-In,,,2.0,5.0,,,,,,,27524.0,2024.0,,,,,,,Mildenhall and St Leonard's,Toronto C12,,,,https://tours.bhtours.ca/269-saint-leonards-ave-toronto/nb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,2.0,Municipal,,Private,3.0,"Lot 451 Plan 1534; S/T Cy96421 North York,  Toronto",S,50.0,150.0,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-24 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7248241,-79.3825221
731,2499999,199 Riverside Drive,"['Mudroom', 'Foyer', 'Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Laundry']","['2.20 x 2.30', '1.90 x 4.10', '5.40 x 4.60', '2.20 x 40.00', '3.30 x 3.50', '4.00 x 4.50', '2.20 x 3.00', '3.50 x 3.30', '4.00 x 3.30', '4.90 x 4.40', '5.20 x 4.50']","['Tile Floor, Large Window', 'Hardwood Floor', 'Hardwood Floor, Large Window, Combined W/Dining', 'Hardwood Floor, W/O To Deck, Combined W/Living', 'Tile Floor, Large Window', 'Hardwood Floor, 3 Pc Ensuite, Large Window', 'Broadloom, Large Window', 'Hardwood Floor, Large Window', 'Hardwood Floor, Walk-Out, B/I Bookcase', 'Tile Floor, Pot Lights, Large Window', 'Combined W/Workshop, Tile Floor']",Sale,Detached,2-Storey,2500-3000,Toronto,High Park-Swansea,4.0,1.0,4.0,1.0,7.0,N,,,,Central Air,Y,,,,Finished,N,Water,Brick,Attached,,,2.0,3.0,,,,,,,11487.54,2024.0,,,,,,213820409.0,Bloor/Riverside Dr,Toronto W01,,,,https://real.vision/199-riverside-drive?o=u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,< .50,,,,Wooded/Treed,51-99,,,1.0,Municipal,,Private,1.0,"PCL 9426 SEC WEST TOWNSHIP OF YORK; LT 175 E/S RIVERSIDE DR PL M356 SWANSEA; TORONTO,  CITY OF TORONTO",E,54.37,204.5,Feet,RD(f21;d0.35*961),,,,Concrete,,,,,,,Ravine Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,,,,,N,N,2024-11-03 00:00:00.0,2:00 PM,4:00 PM,Indirect,,,,,,,,,,,,,,,,,,,,,,,,Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.221715,174.923539
732,899000,1275 Woodbine Avenue,"['Living', 'Dining', 'Kitchen', 'Br', 'Bathroom', '2nd Br', '3rd Br', 'Living', 'Kitchen', '4th Br', 'Bathroom']","['4.57 x 8.62', '4.57 x 8.62', '4.57 x 8.62', '2.94 x 4.58', 'N/A', '3.42 x 6.75', '3.42 x 6.75', '4.42 x 7.00', '4.42 x 7.00', '4.42 x 2.83', 'N/A']","['Picture Window, Combined W/Dining, Hardwood Floor', 'Combined W/Living, Hardwood Floor, Picture Window', 'Modern Kitchen, Combined W/Dining', 'Hardwood Floor, Closet', '4 Pc Bath', 'Vaulted Ceiling', 'Vaulted Ceiling', 'Ceramic Floor, Laminate', 'Combined W/Living', 'Laminate', '4 Pc Bath']",Sale,Detached,1 1/2 Storey,,Toronto,Woodbine-Lumsden,3.0,1.0,2.0,2.0,9.0,Y,,,,,Y,,,,Sep Entrance,,Forced Air,Brick,,,,0.0,0.0,,,,,,,3184.79,2023.0,,,,,,104270061.0,Woodbine/Cosburn,Toronto E03,,,,https://www.youtube.com/watch?v=UAnRxnMKdZo,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,2.0,Municipal,,,0.0,Plan 1679 Part Lot 21/22,E,21.5,95.0,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6828384,-79.3115968
734,1697000,46 Canmore Boulevard,"['Living', 'Family', 'Dining', 'Kitchen', 'Laundry', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Living', 'Br', '2nd Br']","['3.44 x 4.96', '4.96 x 7.13', '3.20 x 4.20', '3.65 x 4.75', '1.21 x 1.82', '3.35 x 5.18', '3.47 x 4.26', '3.47 x 3.93', '3.10 x 3.87', '3.04 x 4.52', '3.04 x 3.65', '3.04 x 3.65']","['Hardwood Floor', 'Hardwood Floor', 'Hardwood Floor', 'Ceramic Floor', '', 'W/I Closet, Laminate, 3 Pc Ensuite', 'W/I Closet, Laminate', 'W/I Closet, Laminate', 'W/I Closet, Laminate', 'Laminate', 'Above Grade Window, Laminate', 'Above Grade Window, Laminate']",Sale,Detached,2-Storey,,Toronto,Highland Creek,4.0,4.0,4.0,1.0,4.0,Y,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Attached,,,2.0,4.0,,,,,,,5192.99,2024.0,,,,,,62000068.0,Morningside/Ellesmere,Toronto E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,No,Library,31-50,,,4.0,Municipal,1.0,Available,2.0,Lot 121 Plan M-2091,N,45.99,100.06,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7936254,-79.1811082
735,3799000,137 Ranleigh Avenue,"['Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Rec', 'Br', 'Laundry']","['5.00 x 5.60', '2.20 x 4.20', '5.90 x 3.20', '4.50 x 5.60', '4.90 x 5.60', '3.30 x 2.70', '3.30 x 3.80', '5.20 x 3.80', '4.80 x 7.60', '4.00 x 5.60', '3.10 x 2.60', '1.68 x 2.60']","['Large Window, Pot Lights, Hardwood Floor', 'Built-In Speakers, Hardwood Floor, Combined W/Living', 'Centre Island, Built-In Speakers, Stainless Steel Appl', 'Walk-Out, Gas Fireplace, Hardwood Floor', 'W/O To Balcony, W/I Closet, Ensuite Bath', 'Double Closet, Ensuite Bath, Picture Window', 'Ensuite Bath, W/I Closet, Hardwood Floor', 'W/O To Balcony, Double Closet, Hardwood Floor', 'Hardwood Floor, Large Window, Pot Lights', 'Walk-Out, Pot Lights, Built-In Speakers', 'Built-In Speakers, Double Closet, Broadloom', 'Tile Floor, Laundry Sink']",Sale,Detached,3-Storey,,Toronto,Lawrence Park North,5.0,1.0,6.0,1.0,9.0,Y,,,,Central Air,Y,,,,Fin W/O,N,Forced Air,Brick,Built-In,,,1.0,2.0,,,,,,,15707.75,2024.0,,,,,,,Yonge St & Lawrence Ave,Toronto C04,,,,https://view.terraconmedia.com/137-Ranleigh-Ave-1/idx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Inground,,,,,,Library,,,,2.0,Municipal,,Private,1.0,See Schedule B,S,25.0,190.0,Feet,,,,,Stucco/Plaster,N,,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-17 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7282306,-79.3985774
736,1299999,8 Furnival Road,"['Living', 'Kitchen', 'Dining', 'Sunroom', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Laundry', 'Utility']","['6.94 x 3.84', '5.00 x 3.23', '1.98 x 3.23', '3.20 x 5.77', '4.33 x 4.46', '3.81 x 3.15', '4.88 x 3.30', '3.28 x 3.50', '4.83 x 4.70', '1.93 x 1.68', '4.00 x 1.68']","['Laminate, Pot Lights, Open Concept', 'Laminate, Quartz Counter, W/O To Sunroom', 'Laminate, Window, O/Looks Garden', 'Laminate, W/O To Yard, Window', 'Laminate, 3 Pc Ensuite, W/I Closet', 'Laminate, Window, Closet', 'Laminate, Window, Closet', 'Laminate, Closet, Window', 'Laminate, Closet', 'Laminate, B/I Shelves', 'Ceramic Floor, Window']",Sale,Detached,2-Storey,,Toronto,O'Connor-Parkview,3.0,1.0,3.0,1.0,7.0,N,,,,Central Air,N,,,,Finished,,Forced Air,Wood,,,,2.0,2.0,,,,,,,5572.0,2024.0,,,,,,,O'connor & St. Clair,Toronto E03,,,,,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,,,,Sewers,,,,,,,,Grnbelt/Conserv,,,,4.0,Municipal,,Mutual,0.0,LT 165 PL 3496 EAST YORK; TORONTO (E YORK),N,40.0,100.0,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-02 00:00:00.0,1:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4658416,-2.1803062
737,1220000,49 Farmhill Court,"['Family', 'Kitchen', 'Breakfast', 'Dining', 'Living', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br']","['3.38 x 5.06', '3.68 x 2.47', '3.08 x 2.77', '3.81 x 2.68', '3.81 x 4.90', '3.81 x 5.45', '3.38 x 3.20', '3.20 x 3.38', '2.46 x 3.38']","['Laminate, Fireplace', 'W/O To Yard', 'Combined W/Kitchen', 'Laminate, Combined W/Living, Large Window', 'Laminate, Combined W/Dining, Large Window', 'Laminate, Ensuite Bath, Closet', 'Laminate, Window', 'Laminate, Window', 'Laminate, Window']",Sale,Detached,2-Storey,1500-2000,Toronto,Rouge E11,4.0,2.0,3.0,1.0,9.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,2.0,4.0,,,,,,,4200.0,2023.0,,,,,,61930808.0,Meadowvale Road & Dean Park Road,Toronto E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,< .50,,,,,31-50,,,3.0,Municipal,,Private,2.0,"Parcel 50-1,  Section M1767 Lot 50 Plan 66M 1767,  Subj . to Ease in Favour of the Corporation of the Borough of Scarborough,  the public utilities commission of the Borough of Scarborough,  the consumers; gas company & Bell Canada over Pt 50 plan 66R10621 As",S,38.68,103.0,Feet,,,,,,,,,,,,103.64 ft x 22.98 ft x 10.81 ft x 19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8021315,-79.17720640000002
738,1995000,12 Elmcrest Road,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Br', 'Br', 'Br', 'Family', 'Kitchen', 'Br', 'Br', 'Br']","['4.09 x 7.16', '3.10 x 7.16', '3.63 x 5.16', '3.63 x 5.16', '3.48 x 4.22', '3.07 x 3.04', '2.95 x 4.55', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['Hardwood Floor, Open Concept', 'Hardwood Floor, Open Concept', 'Hardwood Floor, Open Concept', 'Hardwood Floor', 'Hardwood Floor, W/O To Deck', 'Hardwood Floor, Large Window', 'Hardwood Floor, Large Window', 'Vinyl Floor', '', 'Large Window, Vinyl Floor', 'Large Window, Vinyl Floor', 'Vinyl Floor, Vinyl Floor']",Sale,Detached,Bungalow-Raised,,Toronto,Eringate-Centennial-West Deane,3.0,3.0,4.0,1.0,7.0,N,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Brick,Attached,,,4.0,6.0,,,,,,,5794.0,2024.0,,,,,,,Burnhamthorpe/Mill,Toronto W08,,,,https://my.matterport.com/show/?m=uf47R1kqD23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Place Of Worship,,,,5.0,Municipal,1.0,Private,2.0,Plan 8710 Lot 35/TR T/W,W,51.43,196.85,Feet,,,,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-24 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.64308,-79.5822073
739,2249000,294 Valermo Drive,"['Great Rm', 'Dining', 'Kitchen', 'Breakfast', 'Family', '2nd Br', '3rd Br', '4th Br', 'Prim Bdrm', 'Office']","['4.39 x 4.45', '3.66 x 4.45', '2.93 x 4.50', '2.93 x 4.50', '6.19 x 4.82', '3.99 x 3.84', '4.50 x 3.47', '4.58 x 4.27', '6.64 x 5.18', '63.08 x 4.57']","['Hardwood Floor, Open Concept, Large Window', 'Hardwood Floor, Open Concept, Window', 'B/I Appliances, Modern Kitchen, Backsplash', 'Combined W/Kitchen, Hardwood Floor, Walk-Out', 'Laminate, Large Window', 'Laminate, 4 Pc Ensuite, W/I Closet', 'Laminate, 4 Pc Ensuite, W/I Closet', 'Laminate, 3 Pc Ensuite, W/I Closet', 'Laminate, Fireplace, 5 Pc Ensuite', 'Laminate']",Sale,Detached,3-Storey,3500-5000,Toronto,Alderwood,4.0,2.0,6.0,1.0,11.0,Y,,,,Central Air,Y,,,,Finished,N,Forced Air,Brick,Built-In,,,2.0,4.0,,,,,,,9885.3,2024.0,,,,,,75860269.0,Treeview Dr and Valermo Dr,Toronto W06,,,,https://youtu.be/BDCg6W2i_zk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,6-15,,,3.0,Municipal,1.0,Pvt Double,2.0,"LOT 7,  PLAN 66M2543 SUBJECT TO AN EASEMENT FOR ENTRY AS IN AT5031093 CITY OF TORONTO",N,39.37,93.18,Feet,,,,,Brick Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6093799,-79.5334641
740,1188000,46 Byng Avenue,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', 'Br', 'Living', 'Kitchen', 'Br']","['3.35 x 6.74', '3.35 x 6.74', '3.35 x 3.67', '3.39 x 3.69', '3.37 x 3.35', '4.29 x 7.01', '4.29 x 7.01', '2.74 x 3.05']","['Hardwood Floor, Open Concept, Pot Lights', 'Hardwood Floor, Combined W/Living, Pot Lights', 'Quartz Counter, Stainless Steel Appl, W/O To Deck', 'Hardwood Floor, Vaulted Ceiling, W/I Closet', 'Hardwood Floor, Vaulted Ceiling, W/I Closet', 'Open Concept, Combined W/Kitchen, Pot Lights', 'Quartz Counter, Stainless Steel Appl, Custom Backsplash', 'Double Closet, Pot Lights']",Sale,Detached,2-Storey,,Toronto,Oakridge,2.0,1.0,3.0,1.0,5.0,N,,,,Central Air,N,,,,Sep Entrance,,Heat Pump,Brick,,,,2.0,2.0,,,,,,,3083.0,2024.0,,,,,,,Danforth Ave & Victoria Park Ave,Toronto E06,,,,https://media.amazingphotovideo.com/sites/enpokwk/unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,Municipal,,Private,0.0,"PT LT 54 PL 2238 SCARBOROUGH; PT LT 55 PL 2238 SCARBOROUGH AS IN TB652486; TORONTO ,  CITY OF TORONTO",W,21.5,92.0,Feet,,N,,,Vinyl Siding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-10 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7769689,-79.4133301
